:Data_list: 20120609_Gp_xr_1m.txt
:Created: 2012 Jun 10 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 09  0000   56087      0     1.62e-08    7.81e-07
2012 06 09  0001   56087     60     1.70e-08    7.92e-07
2012 06 09  0002   56087    120     1.85e-08    8.21e-07
2012 06 09  0003   56087    180     1.90e-08    8.41e-07
2012 06 09  0004   56087    240     1.86e-08    8.50e-07
2012 06 09  0005   56087    300     1.98e-08    8.59e-07
2012 06 09  0006   56087    360     1.90e-08    8.70e-07
2012 06 09  0007   56087    420     1.93e-08    8.75e-07
2012 06 09  0008   56087    480     1.88e-08    8.83e-07
2012 06 09  0009   56087    540     1.95e-08    8.83e-07
2012 06 09  0010   56087    600     1.77e-08    8.79e-07
2012 06 09  0011   56087    660     1.59e-08    8.77e-07
2012 06 09  0012   56087    720     1.58e-08    8.83e-07
2012 06 09  0013   56087    780     1.73e-08    8.86e-07
2012 06 09  0014   56087    840     1.85e-08    8.85e-07
2012 06 09  0015   56087    900     1.60e-08    8.79e-07
2012 06 09  0016   56087    960     1.82e-08    8.76e-07
2012 06 09  0017   56087   1020     1.75e-08    8.74e-07
2012 06 09  0018   56087   1080     1.69e-08    8.63e-07
2012 06 09  0019   56087   1140     1.56e-08    8.58e-07
2012 06 09  0020   56087   1200     1.56e-08    8.49e-07
2012 06 09  0021   56087   1260     1.38e-08    8.33e-07
2012 06 09  0022   56087   1320     1.26e-08    8.16e-07
2012 06 09  0023   56087   1380     1.27e-08    8.01e-07
2012 06 09  0024   56087   1440     1.12e-08    7.82e-07
2012 06 09  0025   56087   1500     1.07e-08    7.66e-07
2012 06 09  0026   56087   1560     1.05e-08    7.51e-07
2012 06 09  0027   56087   1620     1.04e-08    7.35e-07
2012 06 09  0028   56087   1680     1.02e-08    7.20e-07
2012 06 09  0029   56087   1740     9.40e-09    7.02e-07
2012 06 09  0030   56087   1800     7.25e-09    6.86e-07
2012 06 09  0031   56087   1860     8.60e-09    6.70e-07
2012 06 09  0032   56087   1920     1.15e-08    6.66e-07
2012 06 09  0033   56087   1980     9.40e-09    6.58e-07
2012 06 09  0034   56087   2040     9.79e-09    6.48e-07
2012 06 09  0035   56087   2100     8.48e-09    6.38e-07
2012 06 09  0036   56087   2160     6.47e-09    6.32e-07
2012 06 09  0037   56087   2220     6.25e-09    6.30e-07
2012 06 09  0038   56087   2280     7.75e-09    6.25e-07
2012 06 09  0039   56087   2340     7.47e-09    6.20e-07
2012 06 09  0040   56087   2400     8.79e-09    6.15e-07
2012 06 09  0041   56087   2460     7.25e-09    6.11e-07
2012 06 09  0042   56087   2520     7.10e-09    6.06e-07
2012 06 09  0043   56087   2580     7.36e-09    5.99e-07
