:Data_list: 20120627_Gp_xr_1m.txt
:Created: 2012 Jun 28 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 27  0000   56105      0     1.22e-09    3.10e-07
2012 06 27  0001   56105     60     1.15e-09    3.08e-07
2012 06 27  0002   56105    120     1.90e-09    3.08e-07
2012 06 27  0003   56105    180     1.51e-09    3.04e-07
2012 06 27  0004   56105    240     3.05e-09    2.98e-07
2012 06 27  0005   56105    300     1.22e-09    2.95e-07
2012 06 27  0006   56105    360     1.00e-09    2.96e-07
2012 06 27  0007   56105    420     1.23e-09    2.98e-07
2012 06 27  0008   56105    480     2.15e-09    2.93e-07
2012 06 27  0009   56105    540     1.83e-09    2.97e-07
2012 06 27  0010   56105    600     2.27e-09    2.99e-07
2012 06 27  0011   56105    660     2.83e-09    3.09e-07
2012 06 27  0012   56105    720     1.08e-09    3.26e-07
2012 06 27  0013   56105    780     1.54e-09    3.40e-07
2012 06 27  0014   56105    840     2.63e-09    3.58e-07
2012 06 27  0015   56105    900     2.87e-09    3.60e-07
2012 06 27  0016   56105    960     2.09e-09    3.61e-07
2012 06 27  0017   56105   1020     2.43e-09    3.59e-07
2012 06 27  0018   56105   1080     2.12e-09    3.53e-07
2012 06 27  0019   56105   1140     1.97e-09    3.48e-07
2012 06 27  0020   56105   1200     2.50e-09    3.54e-07
2012 06 27  0021   56105   1260     3.18e-09    3.66e-07
2012 06 27  0022   56105   1320     5.84e-09    3.79e-07
2012 06 27  0023   56105   1380     5.21e-09    3.85e-07
2012 06 27  0024   56105   1440     3.06e-09    3.88e-07
2012 06 27  0025   56105   1500     2.00e-09    3.88e-07
2012 06 27  0026   56105   1560     1.55e-09    3.90e-07
2012 06 27  0027   56105   1620     2.46e-09    3.81e-07
2012 06 27  0028   56105   1680     1.82e-09    3.72e-07
2012 06 27  0029   56105   1740     1.47e-09    3.74e-07
2012 06 27  0030   56105   1800     1.96e-09    3.82e-07
2012 06 27  0031   56105   1860     2.10e-09    3.99e-07
2012 06 27  0032   56105   1920     1.93e-09    4.08e-07
2012 06 27  0033   56105   1980     1.24e-09    4.06e-07
2012 06 27  0034   56105   2040     1.91e-09    3.98e-07
2012 06 27  0035   56105   2100     1.16e-09    3.94e-07
2012 06 27  0036   56105   2160     1.04e-09    3.97e-07
2012 06 27  0037   56105   2220     2.33e-09    4.10e-07
2012 06 27  0038   56105   2280     2.99e-09    4.26e-07
2012 06 27  0039   56105   2340     5.58e-09    4.41e-07
2012 06 27  0040   56105   2400     3.79e-09    4.53e-07
2012 06 27  0041   56105   2460     7.87e-09    4.69e-07
2012 06 27  0042   56105   2520     9.59e-09    5.00e-07
2012 06 27  0043   56105   2580     1.48e-08    5.45e-07
2012 06 27  0044   56105   2640     1.91e-08    5.63e-07
2012 06 27  0045   56105   2700     1.88e-08    5.68e-07
2012 06 27  0046   56105   2760     1.65e-08    5.70e-07
2012 06 27  0047   56105   2820     1.31e-08    5.67e-07
2012 06 27  0048   56105   2880     1.56e-08    5.70e-07
2012 06 27  0049   56105   2940     1.82e-08    5.75e-07
2012 06 27  0050   56105   3000     1.73e-08    5.79e-07
2012 06 27  0051   56105   3060     1.66e-08    5.81e-07
2012 06 27  0052   56105   3120     1.42e-08    5.74e-07
2012 06 27  0053   56105   3180     1.23e-08    5.47e-07
2012 06 27  0054   56105   3240     1.08e-08    5.26e-07
2012 06 27  0055   56105   3300     8.60e-09    5.10e-07
2012 06 27  0056   56105   3360     5.73e-09    5.04e-07
2012 06 27  0057   56105   3420     5.21e-09    4.89e-07
2012 06 27  0058   56105   3480     5.48e-09    4.83e-07
2012 06 27  0059   56105   3540     6.77e-09    4.78e-07
2012 06 27  0100   56105   3600     7.60e-09    4.69e-07
2012 06 27  0101   56105   3660     5.94e-09    4.61e-07
2012 06 27  0102   56105   3720     7.51e-09    4.62e-07
2012 06 27  0103   56105   3780     4.83e-09    4.65e-07
2012 06 27  0104   56105   3840     5.83e-09    4.53e-07
2012 06 27  0105   56105   3900     5.37e-09    4.40e-07
2012 06 27  0106   56105   3960     5.54e-09    4.34e-07
2012 06 27  0107   56105   4020     5.48e-09    4.27e-07
2012 06 27  0108   56105   4080     3.83e-09    4.21e-07
2012 06 27  0109   56105   4140     3.83e-09    4.17e-07
2012 06 27  0110   56105   4200     3.43e-09    4.09e-07
2012 06 27  0111   56105   4260     3.33e-09    4.00e-07
2012 06 27  0112   56105   4320     4.41e-09    3.92e-07
