:Data_list: 20120614_Gp_xr_1m.txt
:Created: 2012 Jun 15 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 14  0000   56092      0     2.89e-08    1.27e-06
2012 06 14  0001   56092     60     2.79e-08    1.28e-06
2012 06 14  0002   56092    120     2.82e-08    1.29e-06
2012 06 14  0003   56092    180     2.55e-08    1.26e-06
2012 06 14  0004   56092    240     2.49e-08    1.24e-06
2012 06 14  0005   56092    300     2.80e-08    1.23e-06
2012 06 14  0006   56092    360     2.64e-08    1.23e-06
2012 06 14  0007   56092    420     2.59e-08    1.22e-06
2012 06 14  0008   56092    480     2.75e-08    1.21e-06
2012 06 14  0009   56092    540     2.68e-08    1.21e-06
2012 06 14  0010   56092    600     2.73e-08    1.20e-06
2012 06 14  0011   56092    660     2.67e-08    1.20e-06
2012 06 14  0012   56092    720     2.68e-08    1.20e-06
2012 06 14  0013   56092    780     2.53e-08    1.20e-06
2012 06 14  0014   56092    840     2.54e-08    1.20e-06
2012 06 14  0015   56092    900     2.48e-08    1.20e-06
2012 06 14  0016   56092    960     2.36e-08    1.19e-06
2012 06 14  0017   56092   1020     2.26e-08    1.18e-06
2012 06 14  0018   56092   1080     2.13e-08    1.16e-06
2012 06 14  0019   56092   1140     2.10e-08    1.14e-06
2012 06 14  0020   56092   1200     2.03e-08    1.13e-06
2012 06 14  0021   56092   1260     1.85e-08    1.11e-06
2012 06 14  0022   56092   1320     1.91e-08    1.09e-06
2012 06 14  0023   56092   1380     1.77e-08    1.08e-06
2012 06 14  0024   56092   1440     1.78e-08    1.06e-06
2012 06 14  0025   56092   1500     1.34e-08    1.05e-06
2012 06 14  0026   56092   1560     1.32e-08    1.04e-06
2012 06 14  0027   56092   1620     1.40e-08    1.04e-06
2012 06 14  0028   56092   1680     1.60e-08    1.03e-06
2012 06 14  0029   56092   1740     1.75e-08    1.02e-06
2012 06 14  0030   56092   1800     1.73e-08    1.02e-06
2012 06 14  0031   56092   1860     1.90e-08    1.01e-06
2012 06 14  0032   56092   1920     1.85e-08    1.01e-06
2012 06 14  0033   56092   1980     1.59e-08    9.95e-07
2012 06 14  0034   56092   2040     1.51e-08    9.83e-07
2012 06 14  0035   56092   2100     1.46e-08    9.79e-07
2012 06 14  0036   56092   2160     1.53e-08    9.74e-07
2012 06 14  0037   56092   2220     1.77e-08    9.68e-07
2012 06 14  0038   56092   2280     1.52e-08    9.65e-07
2012 06 14  0039   56092   2340     1.59e-08    9.81e-07
2012 06 14  0040   56092   2400     2.67e-08    1.07e-06
2012 06 14  0041   56092   2460     4.38e-08    1.20e-06
2012 06 14  0042   56092   2520     3.59e-08    1.22e-06
2012 06 14  0043   56092   2580     2.52e-08    1.14e-06
2012 06 14  0044   56092   2640     2.02e-08    1.07e-06
2012 06 14  0045   56092   2700     1.44e-08    1.02e-06
2012 06 14  0046   56092   2760     1.32e-08    9.73e-07
2012 06 14  0047   56092   2820     1.12e-08    9.47e-07
2012 06 14  0048   56092   2880     1.03e-08    9.31e-07
2012 06 14  0049   56092   2940     8.59e-09    9.31e-07
2012 06 14  0050   56092   3000     9.83e-09    9.22e-07
2012 06 14  0051   56092   3060     1.20e-08    9.15e-07
2012 06 14  0052   56092   3120     9.22e-09    9.06e-07
2012 06 14  0053   56092   3180     8.33e-09    8.95e-07
2012 06 14  0054   56092   3240     8.37e-09    8.86e-07
2012 06 14  0055   56092   3300     9.33e-09    8.89e-07
2012 06 14  0056   56092   3360     1.06e-08    8.81e-07
2012 06 14  0057   56092   3420     1.01e-08    8.75e-07
2012 06 14  0058   56092   3480     1.17e-08    8.77e-07
2012 06 14  0059   56092   3540     1.39e-08    8.74e-07
2012 06 14  0100   56092   3600     1.17e-08    8.67e-07
2012 06 14  0101   56092   3660     8.56e-09    8.60e-07
2012 06 14  0102   56092   3720     7.88e-09    8.57e-07
2012 06 14  0103   56092   3780     7.02e-09    8.53e-07
2012 06 14  0104   56092   3840     7.14e-09    8.46e-07
2012 06 14  0105   56092   3900     6.39e-09    8.30e-07
2012 06 14  0106   56092   3960     7.67e-09    8.16e-07
2012 06 14  0107   56092   4020     7.29e-09    8.05e-07
2012 06 14  0108   56092   4080     8.06e-09    8.02e-07
2012 06 14  0109   56092   4140     8.07e-09    7.91e-07
2012 06 14  0110   56092   4200     6.18e-09    7.86e-07
2012 06 14  0111   56092   4260     6.75e-09    7.83e-07
2012 06 14  0112   56092   4320     6.36e-09    7.82e-07
2012 06 14  0113   56092   4380     6.41e-09    7.77e-07
2012 06 14  0114   56092   4440     4.64e-09    7.72e-07
2012 06 14  0115   56092   4500     3.60e-09    7.67e-07
2012 06 14  0116   56092   4560     6.62e-09    7.64e-07
2012 06 14  0117   56092   4620     3.72e-09    7.60e-07
2012 06 14  0118   56092   4680     3.73e-09    7.53e-07
2012 06 14  0119   56092   4740     4.46e-09    7.51e-07
2012 06 14  0120   56092   4800     4.71e-09    7.54e-07
2012 06 14  0121   56092   4860     5.48e-09    7.68e-07
2012 06 14  0122   56092   4920     7.99e-09    7.92e-07
2012 06 14  0123   56092   4980     8.94e-09    7.98e-07
2012 06 14  0124   56092   5040     6.06e-09    7.85e-07
2012 06 14  0125   56092   5100     4.00e-09    7.68e-07
2012 06 14  0126   56092   5160     3.27e-09    7.51e-07
2012 06 14  0127   56092   5220     4.87e-09    7.37e-07
2012 06 14  0128   56092   5280     5.18e-09    7.29e-07
2012 06 14  0129   56092   5340     4.54e-09    7.24e-07
2012 06 14  0130   56092   5400     5.06e-09    7.16e-07
2012 06 14  0131   56092   5460     3.98e-09    7.19e-07
2012 06 14  0132   56092   5520     4.80e-09    7.36e-07
2012 06 14  0133   56092   5580     7.29e-09    7.58e-07
2012 06 14  0134   56092   5640     8.02e-09    7.59e-07
2012 06 14  0135   56092   5700     8.29e-09    7.59e-07
2012 06 14  0136   56092   5760     6.51e-09    7.60e-07
2012 06 14  0137   56092   5820     6.56e-09    7.61e-07
2012 06 14  0138   56092   5880     5.48e-09    7.57e-07
2012 06 14  0139   56092   5940     5.80e-09    7.49e-07
2012 06 14  0140   56092   6000     5.33e-09    7.41e-07
2012 06 14  0141   56092   6060     6.25e-09    7.34e-07
2012 06 14  0142   56092   6120     4.48e-09    7.25e-07
2012 06 14  0143   56092   6180     4.87e-09    7.21e-07
2012 06 14  0144   56092   6240     5.98e-09    7.28e-07
2012 06 14  0145   56092   6300     5.43e-08    9.78e-07
2012 06 14  0146   56092   6360     9.90e-08    1.32e-06
2012 06 14  0147   56092   6420     7.58e-08    1.32e-06
2012 06 14  0148   56092   6480     5.08e-08    1.24e-06
2012 06 14  0149   56092   6540     3.06e-08    1.11e-06
2012 06 14  0150   56092   6600     2.11e-08    1.01e-06
2012 06 14  0151   56092   6660     1.64e-08    9.46e-07
2012 06 14  0152   56092   6720     1.45e-08    9.02e-07
2012 06 14  0153   56092   6780     1.23e-08    8.65e-07
2012 06 14  0154   56092   6840     1.02e-08    8.35e-07
2012 06 14  0155   56092   6900     1.01e-08    8.24e-07
2012 06 14  0156   56092   6960     9.07e-09    8.14e-07
2012 06 14  0157   56092   7020     7.52e-09    8.02e-07
2012 06 14  0158   56092   7080     9.06e-09    7.92e-07
2012 06 14  0159   56092   7140     8.14e-09    7.82e-07
2012 06 14  0200   56092   7200     7.56e-09    7.72e-07
2012 06 14  0201   56092   7260     4.62e-09    7.63e-07
2012 06 14  0202   56092   7320     4.64e-09    7.57e-07
2012 06 14  0203   56092   7380     4.54e-09    7.57e-07
2012 06 14  0204   56092   7440     6.91e-09    7.57e-07
2012 06 14  0205   56092   7500     7.21e-09    7.58e-07
2012 06 14  0206   56092   7560     9.66e-09    7.59e-07
2012 06 14  0207   56092   7620     9.33e-09    7.61e-07
2012 06 14  0208   56092   7680     9.10e-09    7.58e-07
2012 06 14  0209   56092   7740     9.81e-09    7.59e-07
2012 06 14  0210   56092   7800     9.06e-09    7.57e-07
