:Data_list: 20120615_Gp_xr_1m.txt
:Created: 2012 Jun 16 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 15  0000   56093      0     3.58e-08    1.43e-06
2012 06 15  0001   56093     60     3.99e-08    1.46e-06
2012 06 15  0002   56093    120     4.44e-08    1.49e-06
2012 06 15  0003   56093    180     4.54e-08    1.53e-06
2012 06 15  0004   56093    240     4.77e-08    1.57e-06
2012 06 15  0005   56093    300     5.01e-08    1.62e-06
2012 06 15  0006   56093    360     5.48e-08    1.67e-06
2012 06 15  0007   56093    420     5.71e-08    1.72e-06
2012 06 15  0008   56093    480     5.94e-08    1.75e-06
2012 06 15  0009   56093    540     6.36e-08    1.79e-06
2012 06 15  0010   56093    600     6.68e-08    1.82e-06
2012 06 15  0011   56093    660     6.78e-08    1.84e-06
2012 06 15  0012   56093    720     6.84e-08    1.86e-06
2012 06 15  0013   56093    780     6.93e-08    1.88e-06
2012 06 15  0014   56093    840     6.93e-08    1.89e-06
2012 06 15  0015   56093    900     6.88e-08    1.90e-06
2012 06 15  0016   56093    960     6.65e-08    1.91e-06
2012 06 15  0017   56093   1020     6.67e-08    1.92e-06
2012 06 15  0018   56093   1080     6.52e-08    1.92e-06
2012 06 15  0019   56093   1140     6.17e-08    1.91e-06
2012 06 15  0020   56093   1200     5.95e-08    1.90e-06
2012 06 15  0021   56093   1260     6.01e-08    1.89e-06
2012 06 15  0022   56093   1320     6.00e-08    1.89e-06
2012 06 15  0023   56093   1380     5.96e-08    1.88e-06
2012 06 15  0024   56093   1440     5.85e-08    1.88e-06
2012 06 15  0025   56093   1500     5.71e-08    1.88e-06
2012 06 15  0026   56093   1560     5.58e-08    1.88e-06
2012 06 15  0027   56093   1620     5.33e-08    1.87e-06
2012 06 15  0028   56093   1680     5.20e-08    1.85e-06
2012 06 15  0029   56093   1740     4.84e-08    1.84e-06
2012 06 15  0030   56093   1800     4.64e-08    1.83e-06
2012 06 15  0031   56093   1860     4.62e-08    1.83e-06
2012 06 15  0032   56093   1920     4.84e-08    1.84e-06
2012 06 15  0033   56093   1980     4.88e-08    1.85e-06
2012 06 15  0034   56093   2040     5.23e-08    1.88e-06
2012 06 15  0035   56093   2100     5.99e-08    1.93e-06
2012 06 15  0036   56093   2160     6.49e-08    1.98e-06
2012 06 15  0037   56093   2220     7.82e-08    2.08e-06
2012 06 15  0038   56093   2280     9.29e-08    2.18e-06
2012 06 15  0039   56093   2340     9.28e-08    2.22e-06
2012 06 15  0040   56093   2400     9.55e-08    2.28e-06
2012 06 15  0041   56093   2460     9.27e-08    2.30e-06
2012 06 15  0042   56093   2520     8.79e-08    2.28e-06
2012 06 15  0043   56093   2580     8.71e-08    2.31e-06
2012 06 15  0044   56093   2640     9.13e-08    2.37e-06
2012 06 15  0045   56093   2700     9.96e-08    2.45e-06
2012 06 15  0046   56093   2760     1.20e-07    2.58e-06
2012 06 15  0047   56093   2820     1.40e-07    2.73e-06
2012 06 15  0048   56093   2880     1.59e-07    2.87e-06
2012 06 15  0049   56093   2940     1.74e-07    2.98e-06
2012 06 15  0050   56093   3000     1.77e-07    3.04e-06
2012 06 15  0051   56093   3060     1.73e-07    3.06e-06
2012 06 15  0052   56093   3120     1.71e-07    3.07e-06
2012 06 15  0053   56093   3180     1.58e-07    3.03e-06
2012 06 15  0054   56093   3240     1.44e-07    2.97e-06
2012 06 15  0055   56093   3300     1.34e-07    2.92e-06
2012 06 15  0056   56093   3360     1.27e-07    2.88e-06
2012 06 15  0057   56093   3420     1.21e-07    2.82e-06
2012 06 15  0058   56093   3480     1.16e-07    2.77e-06
2012 06 15  0059   56093   3540     1.10e-07    2.72e-06
2012 06 15  0100   56093   3600     1.06e-07    2.67e-06
2012 06 15  0101   56093   3660     1.05e-07    2.63e-06
2012 06 15  0102   56093   3720     1.04e-07    2.60e-06
2012 06 15  0103   56093   3780     1.02e-07    2.57e-06
2012 06 15  0104   56093   3840     9.79e-08    2.53e-06
2012 06 15  0105   56093   3900     9.18e-08    2.47e-06
2012 06 15  0106   56093   3960     8.06e-08    2.41e-06
2012 06 15  0107   56093   4020     7.39e-08    2.34e-06
2012 06 15  0108   56093   4080     6.64e-08    2.28e-06
2012 06 15  0109   56093   4140     6.22e-08    2.21e-06
2012 06 15  0110   56093   4200     5.91e-08    2.15e-06
2012 06 15  0111   56093   4260     5.37e-08    2.08e-06
2012 06 15  0112   56093   4320     4.99e-08    2.03e-06
2012 06 15  0113   56093   4380     4.84e-08    1.98e-06
2012 06 15  0114   56093   4440     4.76e-08    1.95e-06
2012 06 15  0115   56093   4500     4.74e-08    1.92e-06
2012 06 15  0116   56093   4560     4.79e-08    1.89e-06
2012 06 15  0117   56093   4620     4.68e-08    1.86e-06
2012 06 15  0118   56093   4680     4.59e-08    1.83e-06
2012 06 15  0119   56093   4740     4.30e-08    1.80e-06
2012 06 15  0120   56093   4800     4.24e-08    1.77e-06
2012 06 15  0121   56093   4860     4.21e-08    1.74e-06
2012 06 15  0122   56093   4920     3.91e-08    1.71e-06
2012 06 15  0123   56093   4980     3.72e-08    1.69e-06
2012 06 15  0124   56093   5040     3.87e-08    1.67e-06
2012 06 15  0125   56093   5100     3.49e-08    1.66e-06
2012 06 15  0126   56093   5160     3.17e-08    1.65e-06
2012 06 15  0127   56093   5220     3.04e-08    1.63e-06
2012 06 15  0128   56093   5280     3.32e-08    1.59e-06
2012 06 15  0129   56093   5340     2.88e-08    1.56e-06
2012 06 15  0130   56093   5400     2.75e-08    1.52e-06
2012 06 15  0131   56093   5460     2.60e-08    1.50e-06
2012 06 15  0132   56093   5520     2.39e-08    1.47e-06
2012 06 15  0133   56093   5580     2.29e-08    1.45e-06
2012 06 15  0134   56093   5640     2.20e-08    1.42e-06
2012 06 15  0135   56093   5700     2.18e-08    1.40e-06
2012 06 15  0136   56093   5760     2.05e-08    1.37e-06
2012 06 15  0137   56093   5820     2.05e-08    1.35e-06
2012 06 15  0138   56093   5880     1.90e-08    1.34e-06
2012 06 15  0139   56093   5940     1.74e-08    1.32e-06
2012 06 15  0140   56093   6000     1.62e-08    1.31e-06
2012 06 15  0141   56093   6060     1.70e-08    1.29e-06
2012 06 15  0142   56093   6120     1.61e-08    1.27e-06
2012 06 15  0143   56093   6180     1.61e-08    1.26e-06
2012 06 15  0144   56093   6240     1.61e-08    1.25e-06
2012 06 15  0145   56093   6300     1.77e-08    1.24e-06
2012 06 15  0146   56093   6360     1.67e-08    1.23e-06
2012 06 15  0147   56093   6420     1.66e-08    1.22e-06
2012 06 15  0148   56093   6480     1.61e-08    1.21e-06
2012 06 15  0149   56093   6540     1.52e-08    1.20e-06
2012 06 15  0150   56093   6600     1.52e-08    1.19e-06
2012 06 15  0151   56093   6660     1.46e-08    1.18e-06
2012 06 15  0152   56093   6720     1.49e-08    1.16e-06
2012 06 15  0153   56093   6780     1.63e-08    1.15e-06
2012 06 15  0154   56093   6840     1.30e-08    1.14e-06
2012 06 15  0155   56093   6900     1.29e-08    1.12e-06
2012 06 15  0156   56093   6960     1.27e-08    1.11e-06
2012 06 15  0157   56093   7020     1.10e-08    1.11e-06
2012 06 15  0158   56093   7080     1.17e-08    1.10e-06
2012 06 15  0159   56093   7140     1.19e-08    1.10e-06
2012 06 15  0200   56093   7200     1.24e-08    1.10e-06
2012 06 15  0201   56093   7260     1.13e-08    1.09e-06
2012 06 15  0202   56093   7320     1.32e-08    1.09e-06
2012 06 15  0203   56093   7380     1.26e-08    1.08e-06
2012 06 15  0204   56093   7440     1.34e-08    1.07e-06
2012 06 15  0205   56093   7500     1.29e-08    1.06e-06
2012 06 15  0206   56093   7560     1.14e-08    1.05e-06
2012 06 15  0207   56093   7620     1.08e-08    1.04e-06
2012 06 15  0208   56093   7680     1.21e-08    1.04e-06
2012 06 15  0209   56093   7740     1.19e-08    1.03e-06
2012 06 15  0210   56093   7800     1.21e-08    1.03e-06
2012 06 15  0211   56093   7860     1.21e-08    1.02e-06
2012 06 15  0212   56093   7920     1.16e-08    1.02e-06
2012 06 15  0213   56093   7980     1.00e-08    1.01e-06
2012 06 15  0214   56093   8040     1.02e-08    1.00e-06
2012 06 15  0215   56093   8100     1.01e-08    9.98e-07
2012 06 15  0216   56093   8160     1.02e-08    9.92e-07
2012 06 15  0217   56093   8220     1.03e-08    9.89e-07
2012 06 15  0218   56093   8280     1.11e-08    9.82e-07
2012 06 15  0219   56093   8340     9.63e-09    9.79e-07
2012 06 15  0220   56093   8400     8.85e-09    9.70e-07
2012 06 15  0221   56093   8460     9.13e-09    9.62e-07
2012 06 15  0222   56093   8520     9.71e-09    9.62e-07
2012 06 15  0223   56093   8580     9.06e-09    9.56e-07
2012 06 15  0224   56093   8640     8.85e-09    9.55e-07
2012 06 15  0225   56093   8700     9.21e-09    9.49e-07
2012 06 15  0226   56093   8760     1.14e-08    9.40e-07
2012 06 15  0227   56093   8820     8.73e-09    9.37e-07
2012 06 15  0228   56093   8880     9.25e-09    9.28e-07
2012 06 15  0229   56093   8940     8.63e-09    9.21e-07
2012 06 15  0230   56093   9000     9.55e-09    9.18e-07
2012 06 15  0231   56093   9060     8.75e-09    9.15e-07
2012 06 15  0232   56093   9120     8.40e-09    9.11e-07
2012 06 15  0233   56093   9180     7.48e-09    9.10e-07
2012 06 15  0234   56093   9240     6.99e-09    9.07e-07
2012 06 15  0235   56093   9300     9.40e-09    9.03e-07
2012 06 15  0236   56093   9360     9.33e-09    8.96e-07
2012 06 15  0237   56093   9420     7.43e-09    8.86e-07
2012 06 15  0238   56093   9480     6.14e-09    8.81e-07
2012 06 15  0239   56093   9540     6.41e-09    8.78e-07
2012 06 15  0240   56093   9600     5.39e-09    8.70e-07
2012 06 15  0241   56093   9660     5.75e-09    8.65e-07
2012 06 15  0242   56093   9720     6.02e-09    8.59e-07
2012 06 15  0243   56093   9780     7.21e-09    8.57e-07
2012 06 15  0244   56093   9840     7.21e-09    8.51e-07
2012 06 15  0245   56093   9900     6.67e-09    8.50e-07
2012 06 15  0246   56093   9960     7.10e-09    8.50e-07
2012 06 15  0247   56093  10020     7.66e-09    8.49e-07
2012 06 15  0248   56093  10080     7.67e-09    8.45e-07
2012 06 15  0249   56093  10140     9.56e-09    8.38e-07
2012 06 15  0250   56093  10200     7.66e-09    8.33e-07
2012 06 15  0251   56093  10260     7.14e-09    8.35e-07
2012 06 15  0252   56093  10320     6.79e-09    8.29e-07
2012 06 15  0253   56093  10380     6.71e-09    8.27e-07
2012 06 15  0254   56093  10440     8.10e-09    8.21e-07
2012 06 15  0255   56093  10500     8.21e-09    8.14e-07
