:Data_list: 20120616_Gp_xr_1m.txt
:Created: 2012 Jun 17 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 16  0000   56094      0     1.00e-09    4.46e-07
2012 06 16  0001   56094     60     1.73e-09    4.42e-07
2012 06 16  0002   56094    120     1.34e-09    4.39e-07
2012 06 16  0003   56094    180     1.04e-09    4.40e-07
2012 06 16  0004   56094    240     1.04e-09    4.42e-07
2012 06 16  0005   56094    300     1.22e-09    4.38e-07
2012 06 16  0006   56094    360     1.12e-09    4.39e-07
2012 06 16  0007   56094    420     1.02e-09    4.47e-07
2012 06 16  0008   56094    480     1.14e-09    4.52e-07
2012 06 16  0009   56094    540     1.04e-09    4.51e-07
2012 06 16  0010   56094    600     1.00e-09    4.53e-07
2012 06 16  0011   56094    660     1.00e-09    4.62e-07
2012 06 16  0012   56094    720     2.36e-09    4.78e-07
2012 06 16  0013   56094    780     4.33e-09    4.96e-07
2012 06 16  0014   56094    840     2.58e-09    4.99e-07
2012 06 16  0015   56094    900     3.91e-09    4.95e-07
2012 06 16  0016   56094    960     2.04e-09    4.89e-07
2012 06 16  0017   56094   1020     1.23e-09    4.85e-07
2012 06 16  0018   56094   1080     2.09e-09    4.77e-07
2012 06 16  0019   56094   1140     1.06e-09    4.71e-07
2012 06 16  0020   56094   1200     3.38e-09    4.69e-07
2012 06 16  0021   56094   1260     1.27e-09    4.68e-07
2012 06 16  0022   56094   1320     1.35e-09    4.67e-07
2012 06 16  0023   56094   1380     2.80e-09    4.65e-07
2012 06 16  0024   56094   1440     2.72e-09    4.61e-07
2012 06 16  0025   56094   1500     3.56e-09    4.52e-07
2012 06 16  0026   56094   1560     3.47e-09    4.44e-07
2012 06 16  0027   56094   1620     2.83e-09    4.33e-07
2012 06 16  0028   56094   1680     2.11e-09    4.51e-07
2012 06 16  0029   56094   1740     1.16e-09    4.47e-07
2012 06 16  0030   56094   1800     1.25e-09    4.34e-07
2012 06 16  0031   56094   1860     1.02e-09    4.33e-07
2012 06 16  0032   56094   1920     1.00e-09    4.33e-07
2012 06 16  0033   56094   1980     1.00e-09    4.28e-07
2012 06 16  0034   56094   2040     1.00e-09    4.24e-07
2012 06 16  0035   56094   2100     1.00e-09    4.24e-07
2012 06 16  0036   56094   2160     1.60e-09    4.24e-07
2012 06 16  0037   56094   2220     2.17e-09    4.25e-07
2012 06 16  0038   56094   2280     1.54e-09    4.28e-07
2012 06 16  0039   56094   2340     1.46e-09    4.28e-07
2012 06 16  0040   56094   2400     1.00e-09    4.28e-07
2012 06 16  0041   56094   2460     1.02e-09    4.29e-07
2012 06 16  0042   56094   2520     1.57e-09    4.47e-07
2012 06 16  0043   56094   2580     2.30e-09    4.54e-07
2012 06 16  0044   56094   2640     3.34e-09    4.68e-07
2012 06 16  0045   56094   2700     1.55e-08    5.86e-07
2012 06 16  0046   56094   2760     8.29e-08    1.11e-06
2012 06 16  0047   56094   2820     2.28e-07    2.09e-06
2012 06 16  0048   56094   2880     2.78e-07    2.47e-06
2012 06 16  0049   56094   2940     1.78e-07    1.90e-06
2012 06 16  0050   56094   3000     1.03e-07    1.42e-06
2012 06 16  0051   56094   3060     3.68e-08    9.24e-07
2012 06 16  0052   56094   3120     8.44e-09    6.23e-07
2012 06 16  0053   56094   3180     5.47e-09    5.35e-07
2012 06 16  0054   56094   3240     5.29e-09    5.17e-07
2012 06 16  0055   56094   3300     4.18e-09    5.07e-07
2012 06 16  0056   56094   3360     3.64e-09    5.05e-07
2012 06 16  0057   56094   3420     2.87e-09    5.00e-07
2012 06 16  0058   56094   3480     4.41e-09    4.95e-07
2012 06 16  0059   56094   3540     3.87e-09    4.88e-07
2012 06 16  0100   56094   3600     1.74e-09    4.90e-07
2012 06 16  0101   56094   3660     1.78e-09    4.94e-07
2012 06 16  0102   56094   3720     2.30e-09    4.96e-07
2012 06 16  0103   56094   3780     1.42e-09    4.99e-07
2012 06 16  0104   56094   3840     2.44e-09    4.99e-07
2012 06 16  0105   56094   3900     3.17e-09    5.05e-07
2012 06 16  0106   56094   3960     3.41e-09    5.04e-07
2012 06 16  0107   56094   4020     1.38e-09    5.08e-07
2012 06 16  0108   56094   4080     3.38e-09    5.06e-07
2012 06 16  0109   56094   4140     5.12e-09    5.10e-07
2012 06 16  0110   56094   4200     4.03e-09    5.21e-07
2012 06 16  0111   56094   4260     6.10e-09    5.29e-07
2012 06 16  0112   56094   4320     4.95e-09    5.39e-07
2012 06 16  0113   56094   4380     4.72e-09    5.51e-07
2012 06 16  0114   56094   4440     5.14e-09    5.48e-07
2012 06 16  0115   56094   4500     3.79e-09    5.45e-07
2012 06 16  0116   56094   4560     4.95e-09    5.48e-07
2012 06 16  0117   56094   4620     2.64e-09    5.45e-07
2012 06 16  0118   56094   4680     3.39e-09    5.49e-07
2012 06 16  0119   56094   4740     5.02e-09    5.66e-07
2012 06 16  0120   56094   4800     8.18e-09    5.94e-07
2012 06 16  0121   56094   4860     1.30e-08    6.54e-07
2012 06 16  0122   56094   4920     2.61e-08    7.59e-07
2012 06 16  0123   56094   4980     3.65e-08    8.50e-07
2012 06 16  0124   56094   5040     3.77e-08    8.79e-07
2012 06 16  0125   56094   5100     3.38e-08    8.84e-07
2012 06 16  0126   56094   5160     3.20e-08    8.77e-07
2012 06 16  0127   56094   5220     2.76e-08    8.64e-07
2012 06 16  0128   56094   5280     2.49e-08    8.46e-07
2012 06 16  0129   56094   5340     2.15e-08    8.26e-07
2012 06 16  0130   56094   5400     2.02e-08    8.20e-07
2012 06 16  0131   56094   5460     1.67e-08    7.92e-07
2012 06 16  0132   56094   5520     1.62e-08    7.67e-07
2012 06 16  0133   56094   5580     1.29e-08    7.50e-07
2012 06 16  0134   56094   5640     1.35e-08    7.31e-07
2012 06 16  0135   56094   5700     9.94e-09    7.05e-07
2012 06 16  0136   56094   5760     9.60e-09    6.81e-07
2012 06 16  0137   56094   5820     6.77e-09    6.62e-07
2012 06 16  0138   56094   5880     3.77e-09    6.37e-07
2012 06 16  0139   56094   5940     3.45e-09    6.17e-07
2012 06 16  0140   56094   6000     2.34e-09    6.03e-07
2012 06 16  0141   56094   6060     3.54e-09    5.99e-07
2012 06 16  0142   56094   6120     4.56e-09    5.92e-07
2012 06 16  0143   56094   6180     5.71e-09    5.98e-07
2012 06 16  0144   56094   6240     4.57e-09    5.95e-07
2012 06 16  0145   56094   6300     3.52e-09    5.82e-07
2012 06 16  0146   56094   6360     4.29e-09    5.76e-07
2012 06 16  0147   56094   6420     3.24e-09    5.64e-07
2012 06 16  0148   56094   6480     2.99e-09    5.51e-07
2012 06 16  0149   56094   6540     1.20e-09    5.37e-07
2012 06 16  0150   56094   6600     1.12e-09    5.27e-07
2012 06 16  0151   56094   6660     1.31e-09    5.20e-07
2012 06 16  0152   56094   6720     1.38e-09    5.07e-07
2012 06 16  0153   56094   6780     2.23e-09    4.98e-07
2012 06 16  0154   56094   6840     1.16e-09    4.91e-07
2012 06 16  0155   56094   6900     1.00e-09    4.88e-07
2012 06 16  0156   56094   6960     1.93e-09    4.90e-07
2012 06 16  0157   56094   7020     1.62e-09    4.90e-07
2012 06 16  0158   56094   7080     1.08e-09    4.82e-07
2012 06 16  0159   56094   7140     1.02e-09    4.78e-07
2012 06 16  0200   56094   7200     1.27e-09    4.79e-07
2012 06 16  0201   56094   7260     1.04e-09    4.75e-07
2012 06 16  0202   56094   7320     1.08e-09    4.76e-07
2012 06 16  0203   56094   7380     1.89e-09    4.95e-07
2012 06 16  0204   56094   7440     3.72e-09    5.18e-07
2012 06 16  0205   56094   7500     2.89e-09    5.07e-07
2012 06 16  0206   56094   7560     4.91e-09    5.15e-07
2012 06 16  0207   56094   7620     5.76e-09    5.16e-07
2012 06 16  0208   56094   7680     6.75e-09    5.08e-07
2012 06 16  0209   56094   7740     5.71e-09    5.13e-07
2012 06 16  0210   56094   7800     6.02e-09    5.21e-07
2012 06 16  0211   56094   7860     4.28e-09    5.36e-07
2012 06 16  0212   56094   7920     5.21e-09    5.33e-07
2012 06 16  0213   56094   7980     3.56e-09    5.32e-07
2012 06 16  0214   56094   8040     2.50e-09    5.30e-07
2012 06 16  0215   56094   8100     2.92e-09    5.27e-07
2012 06 16  0216   56094   8160     2.65e-09    5.25e-07
2012 06 16  0217   56094   8220     3.53e-09    5.28e-07
2012 06 16  0218   56094   8280     3.66e-09    5.25e-07
2012 06 16  0219   56094   8340     3.37e-09    5.21e-07
2012 06 16  0220   56094   8400     6.79e-09    5.29e-07
2012 06 16  0221   56094   8460     5.54e-09    5.55e-07
2012 06 16  0222   56094   8520     8.60e-09    5.99e-07
2012 06 16  0223   56094   8580     1.31e-08    6.51e-07
2012 06 16  0224   56094   8640     1.22e-08    6.79e-07
2012 06 16  0225   56094   8700     1.16e-08    6.89e-07
2012 06 16  0226   56094   8760     1.17e-08    6.79e-07
2012 06 16  0227   56094   8820     9.59e-09    6.65e-07
2012 06 16  0228   56094   8880     8.94e-09    6.55e-07
2012 06 16  0229   56094   8940     8.14e-09    6.41e-07
2012 06 16  0230   56094   9000     6.60e-09    6.28e-07
2012 06 16  0231   56094   9060     6.10e-09    6.25e-07
2012 06 16  0232   56094   9120     5.21e-09    6.23e-07
2012 06 16  0233   56094   9180     6.87e-09    6.16e-07
2012 06 16  0234   56094   9240     3.07e-09    6.08e-07
2012 06 16  0235   56094   9300     2.26e-09    6.01e-07
2012 06 16  0236   56094   9360     4.91e-09    5.96e-07
2012 06 16  0237   56094   9420     6.37e-09    5.91e-07
2012 06 16  0238   56094   9480     3.59e-09    5.89e-07
2012 06 16  0239   56094   9540     3.37e-09    5.80e-07
2012 06 16  0240   56094   9600     1.76e-09    5.66e-07
2012 06 16  0241   56094   9660     1.70e-09    5.56e-07
2012 06 16  0242   56094   9720     3.77e-09    5.52e-07
2012 06 16  0243   56094   9780     1.47e-09    5.48e-07
2012 06 16  0244   56094   9840     1.66e-09    5.48e-07
2012 06 16  0245   56094   9900     2.09e-09    5.53e-07
2012 06 16  0246   56094   9960     2.42e-09    5.51e-07
2012 06 16  0247   56094  10020     2.77e-09    5.38e-07
2012 06 16  0248   56094  10080     1.73e-09    5.27e-07
2012 06 16  0249   56094  10140     1.24e-09    5.23e-07
2012 06 16  0250   56094  10200     1.22e-09    5.21e-07
2012 06 16  0251   56094  10260     1.21e-09    5.18e-07
2012 06 16  0252   56094  10320     1.06e-09    5.19e-07
2012 06 16  0253   56094  10380     1.03e-09    5.16e-07
2012 06 16  0254   56094  10440     1.00e-09    5.13e-07
2012 06 16  0255   56094  10500     1.00e-09    5.07e-07
2012 06 16  0256   56094  10560     1.00e-09    5.00e-07
2012 06 16  0257   56094  10620     1.02e-09    4.96e-07
2012 06 16  0258   56094  10680     2.46e-09    4.94e-07
2012 06 16  0259   56094  10740     3.83e-09    4.84e-07
2012 06 16  0300   56094  10800     1.74e-09    4.78e-07
2012 06 16  0301   56094  10860     1.88e-09    4.78e-07
2012 06 16  0302   56094  10920     2.13e-09    4.67e-07
2012 06 16  0303   56094  10980     1.04e-09    4.64e-07
2012 06 16  0304   56094  11040     1.00e-09    4.61e-07
2012 06 16  0305   56094  11100     1.00e-09    4.57e-07
2012 06 16  0306   56094  11160     2.09e-09    4.52e-07
2012 06 16  0307   56094  11220     4.79e-09    4.49e-07
2012 06 16  0308   56094  11280     4.76e-09    4.44e-07
2012 06 16  0309   56094  11340     4.25e-09    4.40e-07
2012 06 16  0310   56094  11400     2.81e-09    4.42e-07
2012 06 16  0311   56094  11460     1.70e-09    4.42e-07
2012 06 16  0312   56094  11520     1.28e-09    4.46e-07
2012 06 16  0313   56094  11580     1.80e-09    4.44e-07
2012 06 16  0314   56094  11640     1.38e-09    4.48e-07
2012 06 16  0315   56094  11700     1.00e-09    4.47e-07
2012 06 16  0316   56094  11760     1.08e-09    4.49e-07
2012 06 16  0317   56094  11820     1.06e-09    4.48e-07
2012 06 16  0318   56094  11880     1.00e-09    4.46e-07
2012 06 16  0319   56094  11940     1.00e-09    4.49e-07
2012 06 16  0320   56094  12000     1.00e-09    4.51e-07
2012 06 16  0321   56094  12060     1.00e-09    4.56e-07
2012 06 16  0322   56094  12120     1.00e-09    4.54e-07
2012 06 16  0323   56094  12180     1.00e-09    4.55e-07
2012 06 16  0324   56094  12240     1.00e-09    4.62e-07
2012 06 16  0325   56094  12300     1.00e-09    4.59e-07
2012 06 16  0326   56094  12360     1.00e-09    4.64e-07
2012 06 16  0327   56094  12420     1.00e-09    4.68e-07
2012 06 16  0328   56094  12480     1.08e-09    4.82e-07
2012 06 16  0329   56094  12540     1.80e-09    4.84e-07
2012 06 16  0330   56094  12600     2.14e-09    4.90e-07
2012 06 16  0331   56094  12660     2.15e-09    4.99e-07
2012 06 16  0332   56094  12720     3.91e-09    5.21e-07
2012 06 16  0333   56094  12780     6.79e-09    5.80e-07
2012 06 16  0334   56094  12840     1.28e-08    6.37e-07
2012 06 16  0335   56094  12900     1.29e-08    6.49e-07
2012 06 16  0336   56094  12960     8.75e-09    6.40e-07
2012 06 16  0337   56094  13020     1.44e-08    6.86e-07
2012 06 16  0338   56094  13080     1.40e-08    6.88e-07
2012 06 16  0339   56094  13140     1.12e-08    6.78e-07
2012 06 16  0340   56094  13200     9.75e-09    6.68e-07
2012 06 16  0341   56094  13260     7.71e-09    6.64e-07
2012 06 16  0342   56094  13320     8.14e-09    6.59e-07
2012 06 16  0343   56094  13380     9.67e-09    6.55e-07
2012 06 16  0344   56094  13440     7.71e-09    6.53e-07
2012 06 16  0345   56094  13500     7.51e-09    6.48e-07
2012 06 16  0346   56094  13560     8.21e-09    6.40e-07
2012 06 16  0347   56094  13620     8.48e-09    6.31e-07
2012 06 16  0348   56094  13680     6.17e-09    6.25e-07
2012 06 16  0349   56094  13740     5.98e-09    6.25e-07
2012 06 16  0350   56094  13800     5.02e-09    6.19e-07
2012 06 16  0351   56094  13860     5.64e-09    6.11e-07
2012 06 16  0352   56094  13920     5.17e-09    6.07e-07
2012 06 16  0353   56094  13980     4.79e-09    6.17e-07
2012 06 16  0354   56094  14040     6.29e-09    6.23e-07
2012 06 16  0355   56094  14100     5.76e-09    6.19e-07
2012 06 16  0356   56094  14160     5.87e-09    6.08e-07
2012 06 16  0357   56094  14220     4.25e-09    6.02e-07
2012 06 16  0358   56094  14280     5.39e-09    6.05e-07
2012 06 16  0359   56094  14340     9.17e-09    6.21e-07
2012 06 16  0400   56094  14400     1.29e-08    6.36e-07
